date,open,high,low,close
2021-10-26T00:00:00,1405,1405,1380,1380
2021-10-27T00:00:00,1370,1370,1370,1370
2021-10-28T00:00:00,1377.5,1380,1377.5,1380
2021-10-29T00:00:00,1417.5,1417.5,1400,1400
2021-11-01T00:00:00,1425,1425,1420,1420
2021-11-02T00:00:00,1425,1425,1400,1400
2021-11-03T00:00:00,1435,1435,1435,1435
2021-11-04T00:00:00,1410,1410,1380,1380
2021-11-05T00:00:00,1405,1405,1360,1360
2021-11-08T00:00:00,1410,1410,1367.5,1367.5
2021-11-09T00:00:00,1370,1370,1335,1335
2021-11-10T00:00:00,1400,1400,1395,1395
2021-11-11T00:00:00,1395,1395,1380,1380
2021-11-12T00:00:00,1395,1395,1375,1375
2021-11-15T00:00:00,1420,1420,1375,1375
2021-11-16T00:00:00,1410,1410,1365,1365
2021-11-17T00:00:00,1407.5,1407.5,1345,1345
2021-11-18T00:00:00,1350,1350,1350,1350
2021-11-19T00:00:00,1360,1360,1360,1360
2021-11-22T00:00:00,1355,1355,1355,1355
2021-11-23T00:00:00,1335,1335,1332.5,1332.5
2021-11-24T00:00:00,1350,1350,1335,1335
2021-11-25T00:00:00,1422.5,1422.5,1345,1345
2021-11-26T00:00:00,1400,1400,1317.5,1317.5
2021-11-29T00:00:00,1335,1335,1325,1325
2021-11-30T00:00:00,1330,1330,1280,1280
2021-12-01T00:00:00,1300,1300,1290,1290
2021-12-02T00:00:00,1310,1310,1295,1295
2021-12-03T00:00:00,1400,1400,1390,1390
2021-12-06T00:00:00,1385,1385,1335,1335
2021-12-07T00:00:00,1405,1405,1345,1345
2021-12-08T00:00:00,1395,1395,1330,1330
2021-12-09T00:00:00,1370,1370,1307.5,1307.5
2021-12-10T00:00:00,1315,1315,1290,1290
2021-12-13T00:00:00,1310,1310,1310,1310
2021-12-14T00:00:00,1290,1290,1285,1285
2021-12-15T00:00:00,1280,1280,1247.5,1247.5
2021-12-16T00:00:00,1300,1310,1300,1310
2021-12-17T00:00:00,1300,1300,1275,1275
2021-12-20T00:00:00,1290,1290,1280,1280
2021-12-21T00:00:00,1305,1305,1290,1290
2021-12-22T00:00:00,1300,1300,1295,1295
2021-12-23T00:00:00,1300,1300,1300,1300
2021-12-24T00:00:00,1350,1350,1350,1350
2021-12-27T00:00:00,1340,1340,1340,1340
2021-12-28T00:00:00,1360,1360,1360,1360
2021-12-29T00:00:00,1370,1370,1335,1335
2021-12-30T00:00:00,1360,1360,1360,1360
2021-12-31T00:00:00,1305,1305,1305,1305
2022-01-03T00:00:00,1390,1390,1320,1320
2022-01-04T00:00:00,1355,1355,1322.5,1322.5
2022-01-05T00:00:00,1340,1340,1340,1340
2022-01-06T00:00:00,1250,1320,1250,1320
2022-01-07T00:00:00,1330,1330,1310,1310
2022-01-10T00:00:00,1340,1340,1305,1305
2022-01-11T00:00:00,1337.5,1337.5,1315,1315
2022-01-12T00:00:00,1320,1320,1315,1315
2022-01-13T00:00:00,1340,1340,1335,1335
2022-01-14T00:00:00,1320,1320,1315,1315
2022-01-17T00:00:00,1360,1360,1345,1345
2022-01-18T00:00:00,1360,1360,1310,1310
2022-01-19T00:00:00,1360,1360,1330,1330
2022-01-20T00:00:00,1345,1345,1345,1345
2022-01-21T00:00:00,1390,1390,1365,1365
2022-01-24T00:00:00,1380,1380,1370,1370
2022-01-25T00:00:00,1365,1365,1365,1365
2022-01-26T00:00:00,1390,1390,1375,1375
2022-01-27T00:00:00,1405,1410,1405,1410
2022-01-28T00:00:00,1465,1470,1465,1470
2022-01-31T00:00:00,1500,1500,1500,1500
2022-02-01T00:00:00,1420,1420,1420,1420
2022-02-02T00:00:00,1490,1490,1490,1490
2022-02-03T00:00:00,1425,1425,1425,1425
2022-02-04T00:00:00,1445,1445,1410,1410
2022-02-07T00:00:00,1475,1475,1445,1445
2022-02-08T00:00:00,1430,1430,1415,1415
2022-02-09T00:00:00,1450,1450,1420,1420
2022-02-10T00:00:00,1430,1430,1430,1430
2022-02-11T00:00:00,1445,1445,1435,1435
2022-02-14T00:00:00,1465,1500,1465,1500
2022-02-15T00:00:00,1505,1505,1500,1500
2022-02-16T00:00:00,1495,1495,1490,1490
2022-02-17T00:00:00,1520,1520,1520,1520
2022-02-18T00:00:00,1535,1535,1520,1520
2022-02-21T00:00:00,1575,1575,1555,1555
2022-02-22T00:00:00,1610,1610,1592.5,1592.5
2022-02-23T00:00:00,1675,1675,1640,1640
2022-02-24T00:00:00,1770,1770,1685,1685
2022-02-25T00:00:00,1690,1690,1640,1640
2022-02-28T00:00:00,1835,1835,1757.5,1757.5
2022-03-01T00:00:00,1900,1975,1900,1975
2022-03-02T00:00:00,1950,1950,1945,1945
2022-03-03T00:00:00,2050,2050,1950,1950
2022-03-04T00:00:00,1870,1870,1870,1870
2022-03-07T00:00:00,2025,2025,1905,1905
2022-03-08T00:00:00,1845,1845,1825,1825
2022-03-09T00:00:00,2010,2010,2010,2010
2022-03-10T00:00:00,2000,2000,2000,2000
2022-03-11T00:00:00,2000,2000,2000,2000
2022-03-14T00:00:00,1900,1900,1830,1830
2022-03-15T00:00:00,1880,1885,1880,1885
2022-03-16T00:00:00,1950,1950,1950,1950
2022-03-17T00:00:00,1765,1780,1765,1780
2022-03-18T00:00:00,1670,1670,1635,1635
2022-03-21T00:00:00,1800,1800,1680,1680
2022-03-22T00:00:00,1775,1775,1680,1680
2022-03-23T00:00:00,1860,1860,1770,1770
2022-03-24T00:00:00,1745,1745,1720,1720
2022-03-25T00:00:00,1740,1740,1710,1710
2022-03-28T00:00:00,1850,1850,1665,1665
2022-03-29T00:00:00,1715,1740,1650,1650
2022-03-30T00:00:00,1615,1700,1660,1660
2022-03-31T00:00:00,1680,1660,1660,1660
2022-04-01T00:00:00,1700,1700,1675,1675
2022-04-04T00:00:00,1680,1680,1655,1655
2022-04-05T00:00:00,1680,1680,1670,1670
2022-04-06T00:00:00,1720,1720,1700,1700
2022-04-07T00:00:00,1680,1680,1675,1675
2022-04-08T00:00:00,1700,1700,1660,1660
2022-04-11T00:00:00,1725,1725,1660,1660
2022-04-12T00:00:00,1755,1755,1685,1685
2022-04-13T00:00:00,1750,1750,1670,1670
2022-04-14T00:00:00,1745,1745,1675,1675
2022-04-19T00:00:00,1770,1770,1700,1700
2022-04-20T00:00:00,1700,1700,1695,1695
2022-04-21T00:00:00,1745,1745,1690,1690
2022-04-22T00:00:00,1785,1785,1785,1785
2022-04-25T00:00:00,1720,1720,1665,1665
2022-04-26T00:00:00,1730,1730,1710,1710
2022-04-27T00:00:00,1912.5,1912.5,1912.5,1912.5
2022-04-28T00:00:00,1890,1890,1800,1800
2022-04-29T00:00:00,1825,1825,1765,1765
2022-05-03T00:00:00,1615,1725,1615,1725
2022-05-04T00:00:00,1630,1775,1630,1775
2022-05-05T00:00:00,1760,1760,1750,1750
2022-05-06T00:00:00,1680,1680,1660,1660
2022-05-09T00:00:00,1660,1660,1635,1635
2022-05-10T00:00:00,1690,1690,1650,1650
2022-05-11T00:00:00,1700,1700,1700,1700
2022-05-12T00:00:00,1680,1690,1680,1690
2022-05-13T00:00:00,1700,1730,1700,1730
2022-05-16T00:00:00,1735,1735,1735,1735
2022-05-17T00:00:00,1630,1710,1630,1710
2022-05-18T00:00:00,1735,1735,1590,1590
2022-05-19T00:00:00,1620,1620,1570,1570
2022-05-20T00:00:00,1750,1750,1605,1605
2022-05-23T00:00:00,1660,1680,1660,1680
2022-05-24T00:00:00,1800,1800,1740,1740
2022-05-25T00:00:00,1750,1750,1720,1720
2022-05-26T00:00:00,1850,1850,1730,1730
2022-05-27T00:00:00,1710,1710,1700,1700
2022-05-30T00:00:00,1720,1720,1720,1720
2022-05-31T00:00:00,1745,1770,1745,1770
2022-06-01T00:00:00,1795,1795,1750,1750
2022-06-02T00:00:00,1770,1770,1760,1760
2022-06-03T00:00:00,1765,1765,1765,1765
2022-06-06T00:00:00,1645,1680,1645,1680
2022-06-07T00:00:00,1720,1720,1700,1700
2022-06-08T00:00:00,1640,1715,1640,1715
2022-06-09T00:00:00,1660,1660,1650,1650
2022-06-10T00:00:00,1590,1590,1585,1585
2022-06-13T00:00:00,1530,1530,1530,1530
2022-06-14T00:00:00,1490,1665,1490,1665
2022-06-15T00:00:00,1610,1625,1610,1625
2022-06-16T00:00:00,1565,1565,1560,1560
2022-06-17T00:00:00,1450,1557.5,1450,1557.5
2022-06-20T00:00:00,1490,1490,1490,1490
2022-06-21T00:00:00,1470,1470,1450,1450
2022-06-22T00:00:00,1440,1440,1385,1385
2022-06-23T00:00:00,1470,1470,1450,1450
2022-06-24T00:00:00,1440,1440,1400,1400
2022-06-27T00:00:00,1390,1450,1390,1450
2022-06-28T00:00:00,1320,1500,1320,1500
2022-06-29T00:00:00,1500,1500,1495,1495
2022-06-30T00:00:00,1530,1530,1505,1505
2022-07-01T00:00:00,1480,1480,1480,1480
2022-07-04T00:00:00,1400,1400,1400,1400
2022-07-05T00:00:00,1370,1370,1340,1340
2022-07-06T00:00:00,1300,1305,1300,1305
2022-07-07T00:00:00,1200,1450,1200,1450
2022-07-08T00:00:00,1110,1330,1110,1330
2022-07-11T00:00:00,1250,1250,1250,1250
2022-07-12T00:00:00,1120,1300,1120,1300
2022-07-13T00:00:00,1400,1400,1205,1205
2022-07-14T00:00:00,1085,1175,1085,1175
2022-07-15T00:00:00,1180,1180,1165,1165
2022-07-18T00:00:00,1115,1250,1115,1250
2022-07-19T00:00:00,1280,1280,1280,1280
2022-07-20T00:00:00,1330,1330,1250,1250
2022-07-21T00:00:00,1230,1230,1200,1200
2022-07-22T00:00:00,1200,1200,1185,1185
2022-07-25T00:00:00,1200,1200,1130,1130
2022-07-26T00:00:00,1150,1150,1070,1070
2022-07-27T00:00:00,1100,1100,1040,1040
2022-07-28T00:00:00,1080,1080,1060,1060
2022-07-29T00:00:00,1225,1225,1100,1100
2022-08-01T00:00:00,1100,1100,1015,1015
2022-08-02T00:00:00,1125,1125,980,980
2022-08-03T00:00:00,1080,1080,970,970
2022-08-04T00:00:00,980,980,970,970
2022-08-05T00:00:00,1075,1075,1020,1020
2022-08-08T00:00:00,1100,1100,1100,1100
2022-08-09T00:00:00,1100,1100,1040,1040
2022-08-10T00:00:00,1050,1050,1035,1035
2022-08-11T00:00:00,1110,1110,1090,1090
2022-08-12T00:00:00,1155,1155,1110,1110
2022-08-15T00:00:00,1140,1140,1075,1075
2022-08-16T00:00:00,1085,1090,1085,1090
2022-08-17T00:00:00,1100,1100,1045,1045
2022-08-18T00:00:00,1070,1080,1070,1080
2022-08-19T00:00:00,0,0,0,1100
2022-08-22T00:00:00,1145,1145,1095,1095
2022-08-23T00:00:00,1110,1125,1110,1125
2022-08-24T00:00:00,1145,1145,1130,1130
2022-08-25T00:00:00,1150,1150,1125,1125
2022-08-26T00:00:00,1130,1130,1130,1130
2022-08-29T00:00:00,1130,1150,1130,1150
2022-08-30T00:00:00,1160,1160,1160,1160
2022-08-31T00:00:00,1150,1150,1150,1150
2022-09-01T00:00:00,1125,1165,1125,1165
2022-09-02T00:00:00,1095,1165,1095,1165
2022-09-05T00:00:00,1175,1175,1135,1135
2022-09-06T00:00:00,1090,1090,1080,1080
2022-09-07T00:00:00,1065,1140,1065,1140
2022-09-08T00:00:00,1120,1120,1120,1120
2022-09-09T00:00:00,1065,1090,1065,1090
2022-09-12T00:00:00,1070,1075,1070,1075
2022-09-13T00:00:00,1100,1100,1080,1080
2022-09-14T00:00:00,1095,1095,1075,1075
2022-09-15T00:00:00,1070,1070,1045,1045
2022-09-16T00:00:00,1060,1060,1060,1060
2022-09-19T00:00:00,1055,1055,1045,1045
2022-09-20T00:00:00,1070,1070,1065,1065
2022-09-21T00:00:00,1090,1090,1075,1075
2022-09-22T00:00:00,1075,1075,1040,1040
2022-09-23T00:00:00,1070,1070,1000,1000
2022-09-26T00:00:00,1000,1000,970,970
2022-09-27T00:00:00,1000,1000,960,960
2022-09-28T00:00:00,935,935,885,885
2022-09-29T00:00:00,955,955,880,880
2022-09-30T00:00:00,965,965,900,900
2022-10-03T00:00:00,925,935,925,935
2022-10-04T00:00:00,1010,1010,980,980
2022-10-05T00:00:00,1010,1010,970,970
2022-10-06T00:00:00,1045,1045,970,970
2022-10-07T00:00:00,980,980,970,970
2022-10-10T00:00:00,995,995,995,995
2022-10-11T00:00:00,1015,1015,1005,1005
2022-10-12T00:00:00,1020,1020,1005,1005
2022-10-13T00:00:00,1000,1000,995,995
2022-10-14T00:00:00,1040,1040,1005,1005
2022-10-17T00:00:00,1030,1030,1020,1020
2022-10-18T00:00:00,1070,1070,1030,1030
2022-10-19T00:00:00,1090,1090,1065,1065
2022-10-20T00:00:00,1065,1065,1060,1060
2022-10-21T00:00:00,1065,1080,1065,1080
2022-10-24T00:00:00,1080,1080,1070,1070
2022-10-25T00:00:00,1085,1085,1052.5,1052.5
2022-10-26T00:00:00,1080,1100,1080,1100
2022-10-27T00:00:00,1110,1110,1090,1090
2022-10-28T00:00:00,1080,1080,1075,1075
2022-10-31T00:00:00,1065,1120,1065,1120
2022-11-01T00:00:00,1160,1160,1135,1135
2022-11-02T00:00:00,1175,1175,1160,1160
2022-11-03T00:00:00,1175,1175,1170,1170
2022-11-04T00:00:00,1150,1150,1145,1145
2022-11-07T00:00:00,1165,1180,1165,1180
2022-11-08T00:00:00,1127.5,1127.5,1122.5,1122.5
2022-11-09T00:00:00,1135,1135,1105,1105
2022-11-10T00:00:00,1180,1180,1180,1180
2022-11-11T00:00:00,1125,1125,1120,1120
2022-11-14T00:00:00,1120,1120,1100,1100
2022-11-15T00:00:00,1090,1090,1077.5,1077.5
2022-11-16T00:00:00,1085,1085,1060,1060
2022-11-17T00:00:00,1065,1065,1020,1020
2022-11-18T00:00:00,1037.5,1045,1037.5,1045
2022-11-21T00:00:00,1035,1045,1035,1045
2022-11-22T00:00:00,1100,1100,1075,1075
2022-11-23T00:00:00,1100,1100,1100,1100
2022-11-24T00:00:00,1100,1100,1100,1100
2022-11-25T00:00:00,1105,1120,1075,1075
2022-11-28T00:00:00,1092.5,1092.5,1077.5,1077.5
2022-11-29T00:00:00,1135,1135,1135,1135
2022-11-30T00:00:00,1115,1115,1080,1080
2022-12-01T00:00:00,1120,1120,1030,1030
2022-12-02T00:00:00,1060,1060,1045,1045
2022-12-05T00:00:00,1095,1095,1060,1060
2022-12-06T00:00:00,1090,1090,1070,1070
2022-12-07T00:00:00,1037.5,1037.5,960,960
2022-12-08T00:00:00,1030,1030,1010,1010
2022-12-09T00:00:00,1025,1025,1025,1025
2022-12-12T00:00:00,995,995,965,965
2022-12-13T00:00:00,1010,1010,1000,1000
2022-12-14T00:00:00,1025,1025,1000,1000
2022-12-15T00:00:00,1000,1000,965,965
2022-12-16T00:00:00,1000,1000,985,985
2022-12-19T00:00:00,990,990,960,960
2022-12-20T00:00:00,1010,1010,995,995
2022-12-21T00:00:00,1015,1015,997.5,997.5
2022-12-22T00:00:00,995,995,980,980
2022-12-23T00:00:00,972.5,972.5,965,965
2022-12-27T00:00:00,1025,1025,1010,1010
2022-12-28T00:00:00,1030,1030,990,990
2022-12-29T00:00:00,1020,1020,1000,1000
2022-12-30T00:00:00,1060,1060,1030,1030
2023-01-02T00:00:00,1075,1075,1065,1065
2023-01-03T00:00:00,1080,1080,1060,1060
2023-01-04T00:00:00,1080,1080,1045,1045
2023-01-05T00:00:00,1050,1050,1045,1045
2023-01-06T00:00:00,1035,1035,1022.5,1022.5
2023-01-09T00:00:00,1045,1045,1015,1015
2023-01-10T00:00:00,1025,1025,980,980
2023-01-11T00:00:00,1000,1000,967.5,967.5
2023-01-12T00:00:00,980,980,980,980
2023-01-13T00:00:00,1015,1015,985,985
2023-01-16T00:00:00,1010,1010,1005,1005
2023-01-17T00:00:00,990,990,980,980
2023-01-18T00:00:00,1005,1005,1005,1005
2023-01-19T00:00:00,1010,1010,990,990
2023-01-20T00:00:00,1000,1000,995,995
2023-01-23T00:00:00,1015,1015,1015,1015
2023-01-24T00:00:00,1005,1005,1005,1005
2023-01-25T00:00:00,995,995,980,980
2023-01-26T00:00:00,1000,1000,990,990
2023-01-27T00:00:00,1020,1020,995,995
2023-01-30T00:00:00,987.5,987.5,987.5,987.5
2023-01-31T00:00:00,995,995,970,970
2023-02-01T00:00:00,1000,1000,957.5,957.5
2023-02-02T00:00:00,980,980,960,960
2023-02-03T00:00:00,990,990,945,945
2023-02-06T00:00:00,1015,1015,995,995
2023-02-07T00:00:00,1010,1010,987.5,987.5
2023-02-08T00:00:00,1010,1010,990,990
2023-02-09T00:00:00,985,985,955,955
2023-02-10T00:00:00,1010,1010,945,945
2023-02-13T00:00:00,980,980,980,980
2023-02-14T00:00:00,1000,1000,955,955
2023-02-15T00:00:00,995,995,962.5,962.5
2023-02-16T00:00:00,995,995,977.5,977.5
2023-02-17T00:00:00,1010,1010,975,975
2023-02-20T00:00:00,1020,1020,980,980
2023-02-21T00:00:00,1000,1000,1000,1000
2023-02-22T00:00:00,1000,1000,1000,1000
2023-02-23T00:00:00,995,995,995,995
2023-02-24T00:00:00,1015,1015,977.5,977.5
2023-02-27T00:00:00,1000,1000,962.5,962.5
2023-02-28T00:00:00,955,955,950,950
2023-03-01T00:00:00,1000,1000,977.5,977.5
2023-03-02T00:00:00,1025,1025,1000,1000
2023-03-03T00:00:00,1050,1050,1050,1050
2023-03-06T00:00:00,1100,1100,990,990
2023-03-07T00:00:00,990,990,940,940
2023-03-08T00:00:00,940,1060,940,1060
2023-03-09T00:00:00,1020,1020,975,975
2023-03-10T00:00:00,970,970,970,970
2023-03-13T00:00:00,1075,1075,950,950
2023-03-14T00:00:00,1050,1050,1050,1050
2023-03-15T00:00:00,1075,1075,960,960
2023-03-16T00:00:00,1040,1040,1010,1010
2023-03-17T00:00:00,1040,1040,1032.5,1032.5
2023-03-20T00:00:00,1030,1030,1005,1005
2023-03-21T00:00:00,1020,1020,1010,1010
2023-03-22T00:00:00,1010,1010,990,990
2023-03-23T00:00:00,990,990,950,950
2023-03-24T00:00:00,970,972.5,970,972.5
2023-03-27T00:00:00,1000,1005,1000,1005
2023-03-28T00:00:00,1035,1035,1035,1035
2023-03-29T00:00:00,1035,1035,1027.5,1027.5
2023-03-30T00:00:00,1050,1050,1032.5,1032.5
2023-03-31T00:00:00,1032.5,1032.5,1025,1025
2023-04-03T00:00:00,1060,1060,1045,1045
2023-04-04T00:00:00,1055,1055,1050,1050
2023-04-05T00:00:00,1055,1055,1030,1030
2023-04-06T00:00:00,1050,1050,1035,1035
2023-04-11T00:00:00,1055,1055,1055,1055
2023-04-12T00:00:00,1055,1055,1027.5,1027.5
2023-04-13T00:00:00,1035,1035,1035,1035
2023-04-14T00:00:00,1045,1045,1045,1045
2023-04-17T00:00:00,1050,1050,1025,1025
2023-04-18T00:00:00,1055,1055,1035,1035
2023-04-19T00:00:00,1030,1030,1030,1030
2023-04-20T00:00:00,1030,1030,1015,1015
2023-04-21T00:00:00,1025,1025,1010,1010
2023-04-24T00:00:00,1015,1015,1005,1005
2023-04-25T00:00:00,1000,1000,985,985
2023-04-27T00:00:00,940,990,940,990
2023-04-28T00:00:00,965,980,965,980
2023-05-02T00:00:00,990,990,980,980
2023-05-03T00:00:00,970,970,950,950
2023-05-04T00:00:00,990,990,935,935
2023-05-05T00:00:00,1015,1015,985,985
2023-05-08T00:00:00,1015,1015,995,995
2023-05-09T00:00:00,1030,1030,1000,1000
2023-05-10T00:00:00,997.5,997.5,965,965
2023-05-11T00:00:00,980,980,955,955
2023-05-12T00:00:00,990,990,990,990
2023-05-15T00:00:00,945,945,940,940
2023-05-16T00:00:00,960,960,960,960
2023-05-17T00:00:00,940,940,930,930
2023-05-18T00:00:00,950,950,925,925
2023-05-19T00:00:00,950,950,940,940
2023-05-22T00:00:00,940,940,927.5,927.5
2023-05-23T00:00:00,935,935,925,925
2023-05-24T00:00:00,915,917.5,915,917.5
2023-05-25T00:00:00,925,925,910,910
2023-05-26T00:00:00,935,935,927.5,927.5
2023-05-29T00:00:00,900,900,900,900
2023-05-30T00:00:00,915,915,870,870
2023-05-31T00:00:00,850,850,850,850
2023-06-01T00:00:00,865,872.5,865,872.5
2023-06-02T00:00:00,897.5,897.5,875,875
2023-06-05T00:00:00,890,890,890,890
2023-06-06T00:00:00,880,880,880,880
2023-06-07T00:00:00,890,890,890,890
2023-06-08T00:00:00,875,875,875,875
2023-06-09T00:00:00,880,880,880,880
2023-06-12T00:00:00,870,870,870,870
2023-06-13T00:00:00,885,885,885,885
2023-06-14T00:00:00,935,935,900,900
2023-06-15T00:00:00,920,920,915,915
2023-06-16T00:00:00,970,970,970,970
2023-06-19T00:00:00,980,980,980,980
2023-06-20T00:00:00,957.5,957.5,942.5,942.5
2023-06-21T00:00:00,930,930,900,900
2023-06-22T00:00:00,900,900,880,880
2023-06-23T00:00:00,880,902.5,880,902.5
2023-06-26T00:00:00,935,935,935,935
2023-06-27T00:00:00,940,940,930,930
2023-06-28T00:00:00,945,945,910,910
2023-06-29T00:00:00,920,920,915,915
2023-06-30T00:00:00,955,955,930,930
2023-07-03T00:00:00,990,990,980,980
2023-07-04T00:00:00,950,960,950,960
2023-07-05T00:00:00,985,985,970,970
2023-07-06T00:00:00,980,980,925,925
2023-07-07T00:00:00,950,960,950,960
2023-07-10T00:00:00,960,970,960,970
2023-07-11T00:00:00,965,965,920,920
2023-07-12T00:00:00,950,950,930,930
2023-07-13T00:00:00,975,975,955,955
2023-07-14T00:00:00,960,960,945,945
2023-07-17T00:00:00,990,990,955,955
2023-07-18T00:00:00,955,955,955,955
2023-07-19T00:00:00,990,990,990,990
2023-07-20T00:00:00,1020,1025,1020,1025
2023-07-21T00:00:00,1070,1070,1025,1025
2023-07-24T00:00:00,1070,1070,1052.5,1052.5
2023-07-25T00:00:00,1055,1055,1030,1030
2023-07-26T00:00:00,1025,1025,1020,1020
2023-07-27T00:00:00,1020,1020,965,965
2023-07-28T00:00:00,960,980,960,980
2023-07-31T00:00:00,980,980,950,950
2023-08-01T00:00:00,965,965,960,960
2023-08-02T00:00:00,990,990,970,970
2023-08-03T00:00:00,960,960,945,945
2023-08-04T00:00:00,960,960,960,960
2023-08-07T00:00:00,950,950,950,950
2023-08-08T00:00:00,950,950,935,935
2023-08-09T00:00:00,955,965,955,965
2023-08-10T00:00:00,950,950,930,930
2023-08-11T00:00:00,935,935,930,930
2023-08-14T00:00:00,945,945,922.5,922.5
2023-08-15T00:00:00,940,940,925,925
2023-08-16T00:00:00,955,955,955,955
2023-08-17T00:00:00,975,975,955,955
2023-08-18T00:00:00,965,965,960,960
2023-08-21T00:00:00,980,980,960,960
2023-08-22T00:00:00,965,965,945,935
2023-08-23T00:00:00,950,950,940,940
2023-08-24T00:00:00,950,950,945,945
2023-08-25T00:00:00,960,960,945,945
2023-08-28T00:00:00,970,970,950,950
2023-08-29T00:00:00,955,955,950,950
2023-08-30T00:00:00,960,970,960,970
2023-08-31T00:00:00,985,985,962.5,962.5
2023-09-01T00:00:00,1000,1000,975,975
2023-09-04T00:00:00,1000,1000,990,990
2023-09-05T00:00:00,995,1000,995,1000
2023-09-06T00:00:00,1025,1025,1015,1015
2023-09-07T00:00:00,1015,1015,1010,1010
2023-09-08T00:00:00,1010,1010,1010,1010
2023-09-11T00:00:00,970,970,970,970
2023-09-12T00:00:00,960,960,960,960
2023-09-13T00:00:00,960,960,950,950
2023-09-14T00:00:00,970,970,970,970
2023-09-15T00:00:00,980,980,960,960
2023-09-18T00:00:00,960,960,950,950
2023-09-19T00:00:00,950,950,950,950
2023-09-20T00:00:00,950,950,945,945
2023-09-21T00:00:00,945,945,945,945
2023-09-22T00:00:00,945,945,945,945
2023-09-25T00:00:00,945,945,945,945
2023-09-26T00:00:00,950,950,950,950
2023-09-27T00:00:00,940,940,940,940
2023-09-28T00:00:00,935,940,935,940
2023-09-29T00:00:00,920,940,920,940
2023-10-02T00:00:00,910,910,900,900
2023-10-03T00:00:00,917.5,917.5,910,910
2023-10-04T00:00:00,915,915,895,895
2023-10-05T00:00:00,897.5,897.5,897.5,897.5
2023-10-06T00:00:00,902.5,902.5,902.5,902.5
2023-10-09T00:00:00,895,895,895,895
2023-10-10T00:00:00,925,925,895,895
2023-10-11T00:00:00,905,905,905,905
2023-10-12T00:00:00,907.5,907.5,907.5,907.5
2023-10-13T00:00:00,920,920,920,920
2023-10-16T00:00:00,930,930,915,915
2023-10-17T00:00:00,920,920,900,900
2023-10-18T00:00:00,925,935,925,935
2023-10-19T00:00:00,925,925,890,890
2023-10-20T00:00:00,905,910,905,910
2023-10-23T00:00:00,910,910,887.5,887.5
2023-10-24T00:00:00,895,895,885,885
2023-10-25T00:00:00,885,885,870,870
2023-10-26T00:00:00,900,900,880,880
2023-10-27T00:00:00,895,895,877.5,877.5
2023-10-30T00:00:00,900,900,867.5,867.5
2023-10-31T00:00:00,857.5,865,857.5,865
2023-11-01T00:00:00,890,890,865,865
2023-11-02T00:00:00,890,890,877.5,877.5
2023-11-03T00:00:00,900,900,880,880
2023-11-06T00:00:00,910,925,910,925
2023-11-07T00:00:00,915,920,915,920
2023-11-08T00:00:00,927.5,927.5,920,920
2023-11-09T00:00:00,940,940,940,940
2023-11-10T00:00:00,925,925,915,915
2023-11-13T00:00:00,917.5,917.5,917.5,917.5
2023-11-14T00:00:00,965,965,965,965
2023-11-15T00:00:00,990,990,975,975
2023-11-16T00:00:00,970,970,970,970
2023-11-17T00:00:00,955,955,950,950
2023-11-20T00:00:00,990,990,977.5,977.5
2023-11-21T00:00:00,970,970,970,970
2023-11-22T00:00:00,985,985,980,980
2023-11-23T00:00:00,975,975,965,965
2023-11-24T00:00:00,972.5,972.5,972.5,972.5
2023-11-27T00:00:00,980,980,975,975
2023-11-28T00:00:00,972.5,972.5,972.5,972.5
2023-11-29T00:00:00,975,975,955,955
2023-11-30T00:00:00,960,960,960,960
2023-12-01T00:00:00,965,965,960,960
2023-12-04T00:00:00,965,965,960,960
2023-12-05T00:00:00,970,970,955,955
2023-12-06T00:00:00,940,940,920,920
2023-12-07T00:00:00,935,950,935,950
2023-12-08T00:00:00,970,970,970,970
2023-12-11T00:00:00,942.5,942.5,942.5,942.5
2023-12-12T00:00:00,925,925,925,925
2023-12-13T00:00:00,925,950,925,950
2023-12-14T00:00:00,965,965,965,965
2023-12-15T00:00:00,965,965,965,965
2023-12-18T00:00:00,940,940,935,935
2023-12-19T00:00:00,950,950,945,945
2023-12-20T00:00:00,955,955,942.5,942.5
2023-12-21T00:00:00,945,945,932.5,932.5
2023-12-22T00:00:00,945,945,932.5,932.5
2023-12-27T00:00:00,940,940,940,940
2023-12-28T00:00:00,935,935,935,935
2023-12-29T00:00:00,935,935,935,935
2024-01-02T00:00:00,935,935,905,905
2024-01-03T00:00:00,915,915,895,895
2024-01-04T00:00:00,915,915,905,905
2024-01-05T00:00:00,940,940,900,900
2024-01-08T00:00:00,945,945,900,900
2024-01-09T00:00:00,950,950,940,940
2024-01-10T00:00:00,950,950,920,920
2024-01-11T00:00:00,950,950,950,950
2024-01-12T00:00:00,970,970,935,935
2024-01-15T00:00:00,970,970,942.5,942.5
2024-01-16T00:00:00,980,980,950,950
2024-01-17T00:00:00,960,960,955,955
2024-01-18T00:00:00,980,980,970,970
2024-01-19T00:00:00,1010,1005,1005,1005
2024-01-22T00:00:00,995,995,982.5,982.5
2024-01-23T00:00:00,982.5,982.5,970,970
2024-01-24T00:00:00,1005,1005,970,970
2024-01-25T00:00:00,1007.5,1010,1007.5,1010
2024-01-26T00:00:00,1015,1015,960,960
2024-01-29T00:00:00,997.5,1005,997.5,1005
2024-01-30T00:00:00,955,960,955,960
2024-01-31T00:00:00,995,995,987.5,987.5
2024-02-01T00:00:00,970,970,970,970
